AFF3h	-34.3157	68.3931	41.1880
AFF1h	-11.4357	70.7561	50.3480
AFF2h	13.4793	71.2010	51.1750
AFF4h	36.1833	69.1509	41.2540
AFF6h	52.3972	65.0708	22.8620
AFF8h	62.9152	60.0448	0.6300
AFF10h64.3342	54.5998	-30.4440
FFT9h	-79.0669	28.0813	-31.2530
FFT7h	-74.4999	31.3003	4.8460
FFC5h	-65.2379	36.4282	36.1440
FFC3h	-44.4098	40.7622	61.6900
FFC1h	-15.4238	43.6600	77.6820
FFC2h	17.5922	44.0540	77.7880
FFC4h	45.8532	41.6228	60.6470
FFC6h	67.1281	37.7998	35.2960
FFT8h	78.0531	32.9817	4.4830
FFT10h80.0971	28.5137	-31.3380
FTT9h	-84.1250	-1.8467	-29.7940
FTT7h	-82.3550	0.8263	8.5790
FCC5h	-74.6920	4.3033	45.3070
FCC3h	-51.0509	7.1772	74.3770
FCC1h	-18.2190	9.0941	92.5290
FCC2h	18.7870	9.2479	91.5620
FCC4h	51.8851	7.7978	73.5070
FCC6h	77.0020	5.3357	45.3500
FTT8h	83.8880	1.9457	8.5010
FTT10h84.1230	-1.8083	-29.6380
TTP9h	-86.9731	-32.2157	-27.8480
TTP7h	-85.5651	-30.6287	11.1530
CCP5h	-76.4071	-29.7307	49.2170
CCP3h	-52.9281	-28.9058	80.3040
CCP1h	-18.3541	-28.3219	98.2200
CCP2h	20.2199	-28.1481	98.1720
CCP4h	55.1139	-28.3862	80.4740
CCP6h	79.0059	-28.9863	49.6280
TTP8h	85.9999	-29.8203	11.2480
TTP10h88.6249	-32.2723	-28.0000
TPP9h	-78.1602	-60.7567	-23.8240
TPP7h	-76.6802	-60.8317	12.8800
CPP5h	-68.1152	-62.9747	47.2520
CPP3h	-46.9142	-64.6908	75.2960
CPP1h	-15.8202	-65.5999	91.1640
CPP2h	19.4198	-65.5950	92.4050
CPP4h	50.6738	-64.4822	76.1300
CPP6h	71.0958	-62.6243	47.3280
TPP8h	78.5198	-60.4323	12.9020
TPP10h78.9027	-60.9553	-23.8050
PPO9h	-64.5973	-87.6558	-19.0140
PPO7h	-62.9593	-87.5028	12.9520
PPO5h	-54.0103	-89.8988	37.3320
PPO3h	-35.8874	-91.6669	55.5040
PPO1h	-12.0474	-92.6069	65.5080
PPO2h	13.9226	-92.6940	66.9580
PPO4h	37.7986	-91.6291	56.7330
PPO6h	54.6087	-89.6402	37.0350
PPO8h	63.1117	-87.2282	12.8560
PPO10h65.0137	-87.8062	-18.9520
POO9h	-42.8624	-108.0730	-13.1510
POO7h	-40.1204	-107.1290	12.0610
POO5h	-31.9514	-108.2520	23.0470
POO3h	-19.8624	-108.9420	29.7600
POO1h	-6.9194	-109.2600	32.7100
POO2h	6.8036	-109.1630	31.5820
POO4h	20.2936	-108.9140	28.9440
POO6h	32.1756	-108.2520	22.2550
POO8h	41.0976	-107.2450	12.1380
POO10h43.8946	-109.1270	-13.1700
OI1h	-14.8504	-117.9870	-6.9200
OI2h	15.0946	-118.0180	-6.9330
Fp1h	-14.8107	87.2351	-4.4770
Fp2h	15.1623	88.0910	-4.5510
AF9h	-54.8298	66.4132	-29.7040
AF7h	-51.1757	70.8362	-1.7550
AF5h	-39.6407	74.8671	13.6780
AF3h	-27.2187	78.7091	28.3750
AF1h	-9.1977	80.6051	35.1330
AF2h	10.4823	80.8650	35.3590
AF4h	28.5803	79.3029	28.4700
AF6h	40.9403	75.7399	13.8600
AF8h	52.0293	71.8468	-1.9200
AF10h	55.7542	67.1698	-29.8240
F9h	-71.5079	41.1193	-30.8540
F7h	-68.5558	45.2843	3.0020
F5h	-58.4878	50.6722	30.1920
F3h	-39.9798	55.2601	52.6000
F1h	-13.3838	57.9021	64.3320
F2h	15.8342	58.4559	64.9920
F4h	41.7942	56.2259	51.4990
F6h	60.0522	52.0858	28.7080
F8h	71.9592	47.1917	2.4750
F10h	72.7981	41.8218	-31.0260
FT9h	-82.9559	13.3203	-30.8080
FT7h	-80.1139	16.3903	6.8500
FC5h	-71.2099	20.8203	41.3240
FC3h	-48.5119	24.5292	69.1360
FC1h	-17.3439	27.0241	86.9230
FC2h	18.4181	27.2709	86.4370
FC4h	49.5481	25.2378	68.4300
FC6h	73.2191	22.0067	41.2970
FT8h	81.5801	17.6837	6.5640
FT10h	83.3711	13.5477	-30.7490
T9h	-85.1321	-17.0557	-28.7310
T7h	-82.9461	-14.8827	10.0090
C5h	-75.2941	-12.6397	47.9040
C3h	-51.5811	-10.7548	78.0350
C1h	-18.2790	-9.4319	97.3560
C2h	19.6780	-9.3041	95.7060
C4h	53.8059	-10.1442	77.7300
C6h	78.1249	-11.7353	47.8400
T8h	85.1369	-13.9063	9.8900
T10h	86.0999	-17.0883	-28.7560
TP9h	-84.8102	-47.2457	-26.2200
TP7h	-82.7042	-46.2977	11.9740
CP5h	-73.3012	-46.7917	49.1090
CP3h	-51.0492	-47.1758	80.0160
CP1h	-17.3542	-47.3419	97.4100
CP2h	20.6798	-47.2321	98.0720
CP4h	53.9968	-46.8902	80.0770
CP6h	76.5498	-46.3733	49.1400
TP8h	85.1998	-45.8073	12.1020
TP10h	85.4428	-47.2213	-26.1760
P9h	-72.1773	-74.6277	-21.5360
P7h	-70.1133	-74.8677	12.9990
P5h	-61.7283	-77.6238	43.0280
P3h	-41.6733	-79.7528	66.7150
P1h	-13.9613	-81.0029	81.0030
P2h	17.2977	-80.9810	81.6410
P4h	44.7477	-79.6111	67.6550
P6h	63.6267	-77.3022	43.1190
P8h	72.1037	-74.4993	13.0250
P10h	73.2817	-75.0773	-21.5760
PO9h	-54.7754	-98.9768	-16.1930
PO7h	-51.9284	-98.4438	12.3040
PO5h	-43.3424	-100.1629	30.0090
PO3h	-28.0074	-101.3610	42.3790
PO1h	-9.5034	-102.0600	49.4180
PO2h	10.2356	-102.0290	48.9420
PO4h	28.6476	-101.3901	42.1380
PO6h	44.2206	-100.2191	29.8080
PO8h	52.8386	-98.5360	12.2500
PO10h	55.8596	-99.8940	-16.2080
O1h	-14.8054	-115.1000	11.8290
O2h	15.1456	-115.1910	11.8330
I1h	-15.1584	-118.2420	-26.0480
I2h	15.1286	-118.1510	-26.0810
AFp9	-36.1247	72.3801	-45.8520
AFp7	-43.5117	78.5802	-9.2400
AFp5	-33.2847	81.2071	-1.1400
AFp3	-22.3517	83.5621	6.0710
AFp1	-12.2417	86.1941	14.1880
AFpz	0.1703	87.3220	17.4420
AFp2	13.6223	86.7579	15.3020
AFp4	24.1013	84.3769	7.4330
AFp6	33.9133	81.8119	-1.0350
AFp8	43.9483	79.2958	-9.3000
AFp10	37.7123	72.1679	-46.1970
AFF9	-59.3398	52.6802	-48.7700
AFF7	-63.2618	55.9922	-11.1730
AFF5	-55.8198	61.3962	11.8840
AFF3	-43.3817	66.3672	32.8110
AFF1	-23.5817	69.9171	47.2930
AFFz	0.2763	71.2800	52.0920
AFF2	25.5583	70.5559	47.8270
AFF4	45.1522	67.2748	32.7310
AFF6	58.0002	62.5998	11.9000
AFF8	64.6732	57.2738	-11.4600
AFF10	60.6012	52.2668	-49.0380
FFT9	-78.4839	28.7703	-50.5220
FFT7	-76.6149	28.6533	-11.5080
FFC5	-71.5059	33.9263	20.9930
FFC3	-55.9399	38.7162	49.7880
FFC1	-30.6548	42.4151	71.0400
FFCz	0.3512	44.0740	79.1410
FFC2	32.6451	43.1009	70.7950
FFC4	57.5042	39.8518	48.8110
FFC6	74.2501	35.4997	20.3800
FFT8	79.0341	30.3437	-11.9970
FFT10	79.9201	28.9417	-50.9140
FTT9	-87.3620	-0.5147	-49.8370
FTT7	-82.6680	-0.9417	-10.2840
FCC5	-80.1330	2.5853	27.3120
FCC3	-64.1610	5.8313	60.8850
FCC1	-35.7490	8.3091	85.4590
FCCz	0.3911	9.5080	95.5600
FCC2	36.0700	8.6519	83.8320
FCC4	65.1640	6.6198	60.0520
FCC6	81.5440	3.6637	27.2010
FTT8	83.1680	0.1817	-10.3640
FTT10	85.3930	-0.9523	-49.5200
TTP9	-86.6321	-31.2377	-47.1780
TTP7	-85.9331	-31.0927	-8.4740
CCP5	-81.5431	-30.1727	30.2730
CCP3	-66.1281	-29.2957	65.8980
CCP1	-36.9301	-28.5699	91.7340
CCPz	0.3959	-28.1630	101.2690
CCP2	38.5399	-28.2251	90.9760
CCP4	68.8539	-28.6403	66.4100
CCP6	84.5529	-29.3783	30.8780
TTP8	85.9999	-30.2803	-8.4350
TTP10	86.7619	-31.7313	-47.2530
TPP9	-80.7152	-60.6457	-43.5940
TPP7	-78.5992	-59.7237	-4.7580
CPP5	-73.6642	-61.9227	30.3800
CPP3	-59.4112	-63.9248	62.6720
CPP1	-32.7283	-65.3199	85.9440
CPPz	0.3658	-65.7500	94.0580
CPP2	35.8918	-65.1381	85.9800
CPP4	62.2558	-63.6152	62.7190
CPP6	76.6708	-61.5483	30.5430
TPP8	79.3188	-59.3033	-4.8400
TPP10	81.5598	-61.2153	-43.8000
PPO9	-64.5703	-86.4318	-38.3240
PPO7	-64.5833	-86.2218	0.0330
PPO5	-58.7123	-88.7048	25.1930
PPO3	-46.1603	-90.8878	47.4460
PPO1	-24.6483	-92.2919	62.0760
PPOz	0.2727	-92.7580	67.3420
PPO2	26.4367	-92.2951	63.1990
PPO4	47.1437	-90.7122	47.6780
PPO6	60.8127	-88.5042	25.6620
PPO8	65.1517	-85.9432	-0.0090
PPO10	65.0377	-86.7182	-38.4480
POO9	-43.1284	-107.5160	-32.3870
POO7	-42.9764	-106.4930	5.7730
POO5	-36.2344	-107.7160	17.7500
POO3	-25.9844	-108.6160	26.5440
POO1	-13.6644	-109.2660	32.8560
POOz	0.1676	-109.2760	32.7900
POO2	13.6506	-109.1060	30.9360
POO4	26.6636	-108.6680	26.4150
POO6	37.7006	-107.8400	18.0690
POO8	43.6696	-106.5990	5.7260
POO10	43.1766	-107.4440	-32.4630
OI1	-29.3914	-114.5110	-10.0200
OIz	0.0525	-119.3430	-3.9360
OI2	29.5526	-113.6360	-10.0510
T3	-84.1611	-16.0187	-9.3460
T5	-72.4343	-73.4527	-2.4870
T4	85.0799	-15.0203	-9.4900
T6	73.0557	-73.0683	-2.5400
M1	-86.0761	-44.9897	-67.9860
M2	85.7939	-45.0093	-68.0310
A1	-86.0761	-24.9897	-67.9860
A2	85.7939	-25.0093	-68.0310
